part_id,stock_level,cost_price,entry_date
SP-308,444,$100.27,2025-05-05
SP-424,408,47.46,2024-12-15
SP-474,189,159.44,"Feb 09, 2024"
SP-185,467,$50.74,2025-01-24
SP-223,361,384,12/22/24
SP-358,21,40.91,01/30/25
SP-245,,397.85,2025-04-11
SP-495,,,2025-02-09T00:00:00
SP-160,LOW,279.95,03/01/24
SP-219,88,293.88,01/05/25
SP-399,,$30.26,"Dec 16, 2024"
SP-130,242,332.41,06/15/25
SP-210,354,297.14,2025-07-19
SP-396,84,$296.14,2024-02-15
SP-295,57,340.61,"Nov 23, 2024"
SP-492,9,94.47,2024-11-23T00:00:00
SP-289,270,186.88,2024-06-07T00:00:00
SP-301,410,$310.80,2024-04-09T00:00:00
SP-397,Out of Stock,293,2024-06-04T00:00:00
SP-401,185,$31.12,2024-02-27
SP-232,111,$390.83,2024-02-18T00:00:00
SP-228,,$335.28,2024-10-21
SP-189,83,89.32,2025-04-13
SP-387,Out of Stock,$374.28,2025-06-09T00:00:00
SP-224,180,$18.25,2024-01-07
SP-276,253,130.38,12/13/24
SP-263,355,,07/01/24
SP-124,,116,2024-09-04T00:00:00
SP-294,219,61,2024-06-19
SP-393,UNAVAILABLE,304.91,"Jan 09, 2025"
SP-497,,343,"Apr 22, 2024"
SP-426,UNAVAILABLE,173.28,05/08/24
SP-287,268,335.57,2024-09-04T00:00:00
SP-423,343,$371.06,10/21/24
SP-474,277,160.85,2025-05-09T00:00:00
SP-365,Out of Stock,420.77,03/29/25
SP-461,275,176.78,"Sep 05, 2024"
SP-293,475,409.41,2024-02-23T00:00:00
SP-394,480,72.7,07/02/25
SP-190,Low Stock,$53.68,2024-01-14
SP-302,UNAVAILABLE,11.49,2025-07-05
SP-153,453,,2025-03-19T00:00:00
SP-286,302,210,2025-04-13
SP-320,318,403.54,02/16/25
SP-274,337,411.78,"Jul 14, 2025"
SP-118,130,$259.53,2025-06-02
SP-323,102,317.03,2024-02-17
SP-468,429,283.95,2025-07-20T00:00:00
SP-327,364,230.66,2025-06-17
SP-217,low stock,363.46,04/29/24
SP-212,130,$219.06,2025-04-08T00:00:00
SP-195,285,$105.77,02/19/24
SP-325,385,144.24,2024-03-28
SP-437,433,258.23,"Jul 16, 2024"
SP-112,189,321.99,"Sep 25, 2024"
SP-314,35,$95.33,2024-01-02
SP-457,335,$234.14,03/12/25
SP-204,40,$343.94,03/06/24
SP-154,33,74.68,2025-05-24T00:00:00
SP-277,430,$385.21,"May 23, 2024"
SP-203,LOW,161.77,"Jun 30, 2024"
SP-264,225,$428.17,2024-04-14
SP-442,UNAVAILABLE,$148.76,08/13/24
SP-318,132,,"Feb 01, 2024"
SP-409,228,318.51,2024-10-18
SP-128,478,408.83,2024-04-17
SP-277,None,160.38,2025-03-07
SP-349,461,$270.28,06/06/24
SP-401,404,211.51,07/22/24
SP-367,143,$263.78,2024-03-22
SP-183,414,$322.60,"Apr 28, 2025"
SP-286,UNAVAILABLE,387.51,03/13/25
SP-146,94,,"Aug 30, 2024"
SP-233,286,252.12,06/06/24
SP-178,313,293.38,2025-05-12T00:00:00
SP-256,,113,2024-07-19
SP-188,397,$350.37,2024-11-12
SP-374,239,67.9,2024-11-10
SP-215,294,350.58,2025-02-20
SP-229,321,$423.01,2025-01-21
SP-225,456,87.46,"May 13, 2024"
SP-365,178,,01/27/25
SP-495,UNAVAILABLE,,2024-12-02
SP-486,,329.55,06/02/24
SP-343,298,57.2,2024-01-10
SP-392,452,404,2024-11-26T00:00:00
SP-461,300,$403.74,"Feb 03, 2025"
SP-461,16,$405.24,2024-05-30T00:00:00
SP-177,Low Stock,103,2024-03-15
SP-403,Low Stock,20.3,2025-01-18
SP-175,346,283.97,03/30/25
SP-340,21,403.18,2024-02-13
SP-476,460,227.6,2024-06-03
SP-160,239,28.61,"Apr 09, 2024"
SP-216,474,387.8,"Oct 06, 2024"
SP-288,389,$205.03,2025-01-23
SP-347,None,$326.65,"Jun 02, 2025"
SP-187,,446.51,2024-03-26T00:00:00
SP-476,183,270.75,"Dec 08, 2024"
SP-487,449,166.05,2025-01-16T00:00:00
SP-349,243,$445.77,2024-12-18
SP-246,467,$338.19,"Mar 08, 2025"
SP-302,277,217.52,"May 12, 2024"
SP-249,8,228.18,07/01/25
SP-316,111,$447.36,2024-09-21T00:00:00
SP-196,low stock,$73.57,"Jan 02, 2025"
SP-385,low stock,399.66,"Jun 22, 2024"
SP-443,,351.79,2025-01-25
SP-215,None,257.82,2025-06-05
SP-137,228,193.5,"Jan 25, 2025"
SP-117,None,,2025-01-15
SP-416,,$106.23,2024-10-16
SP-176,406,293.75,2025-06-13
SP-418,None,$358.18,"Oct 18, 2024"
SP-266,UNAVAILABLE,252,2025-06-30
SP-399,LOW,137,"Sep 18, 2024"
SP-322,245,,"Sep 25, 2024"
SP-370,Out of Stock,,2024-06-30
SP-287,250,228.2,"Nov 06, 2024"
SP-112,494,351.96,2024-05-06
SP-156,149,121.94,"Nov 30, 2024"
SP-450,Out of Stock,166.21,"Dec 10, 2024"
SP-123,225,170.21,2025-07-28T00:00:00
SP-483,263,261.7,2024-10-31
SP-170,237,77.01,"Jan 07, 2025"
SP-125,486,352.26,09/29/24
SP-111,437,383.96,"Apr 17, 2024"
SP-404,Low Stock,$332.27,2024-12-30
SP-486,215,214.26,07/30/24
SP-112,low stock,62.13,2025-05-03
SP-456,116,302,2024-04-14
SP-108,83,114,2024-06-09T00:00:00
SP-428,461,269.8,2025-03-07
SP-349,480,$113.84,10/11/24
SP-269,496,36.83,"Aug 06, 2024"
SP-156,low stock,81,2024-06-19
SP-338,329,$263.35,"Feb 21, 2024"
SP-448,low stock,289.84,"May 20, 2024"
SP-330,Out of Stock,328.8,"Jun 02, 2025"
SP-160,low stock,$243.98,"Jan 10, 2025"
SP-465,477,283.97,2025-06-14
SP-457,low stock,11.12,2025-06-27
SP-256,178,$60.06,2024-08-26
SP-333,75,403.32,"Dec 10, 2024"
SP-465,277,$230.70,"Jan 29, 2025"
SP-269,427,150.63,2024-05-07
SP-382,407,$127.02,2025-02-15T00:00:00
SP-213,,213.39,01/08/24
SP-412,470,$18.35,2024-04-29T00:00:00
SP-235,399,$191.33,"Feb 25, 2025"
SP-267,285,372,2024-01-07
SP-450,486,69.66,"Mar 13, 2024"
SP-430,63,,12/17/24
SP-229,373,$183.99,"Oct 06, 2024"
SP-400,153,340.69,"Jan 01, 2025"
SP-282,None,285.63,01/31/25
SP-304,239,149.97,09/21/24
SP-346,19,262,2024-03-15
SP-475,362,$415.30,"Mar 01, 2024"
SP-134,195,$308.53,2024-01-06
SP-498,471,370.96,2025-03-19
SP-277,Low Stock,$259.71,2025-02-14
SP-382,193,249.67,2025-05-21
SP-126,495,361,2025-07-26
SP-441,406,341,2025-02-23
SP-356,low stock,212,2024-05-07
SP-219,307,$276.53,2025-05-20
SP-457,Low Stock,261.17,"Feb 03, 2025"
SP-234,low stock,8.32,05/12/25
SP-202,203,,"Jun 23, 2025"
SP-341,467,387,2024-08-06
SP-103,298,409.11,2025-05-06
SP-356,Low Stock,$306.47,2024-02-24
SP-436,451,250.27,2024-05-08
SP-216,194,70,2024-01-29
SP-185,22,226.22,2024-11-05T00:00:00
SP-479,UNAVAILABLE,,2025-01-06
SP-462,Low Stock,362,2025-06-14
SP-480,491,373.92,"Mar 07, 2024"
SP-281,,200.71,07/21/24
SP-199,43,206,2025-04-09
SP-165,192,397.17,2024-04-13
SP-151,265,26.77,2024-06-04T00:00:00
SP-126,368,387.39,2024-01-19
SP-118,20,48.54,"Jun 30, 2025"
SP-277,111,62.88,2025-04-05T00:00:00
SP-273,453,$44.26,2025-04-08
SP-295,7,48.7,"Jul 16, 2024"
SP-110,494,289.6,2025-06-04
SP-289,26,307,2024-08-30
SP-491,40,,2024-05-25T00:00:00
SP-191,low stock,$56.26,"Jan 01, 2025"
SP-286,252,118.5,05/25/24
SP-423,,381.39,2024-10-22
SP-433,93,422,04/03/25
SP-439,115,$423.55,"Sep 25, 2024"
SP-297,90,243,"Apr 03, 2024"
SP-441,273,347,2024-12-21
SP-349,55,$107.84,07/23/24
SP-148,low stock,197,"Dec 14, 2024"
SP-468,LOW,$148.92,05/24/24
SP-255,169,416.39,02/14/25
SP-311,Low Stock,$139.07,"Jul 21, 2024"
SP-375,484,$218.03,2024-08-04
SP-312,160,$353.61,2024-11-24
SP-266,293,24.86,2024-07-22
SP-303,None,142.32,04/01/24
SP-365,,344.2,"Jul 11, 2024"
SP-322,5,95.52,"Jan 25, 2024"
SP-382,295,$350.04,2024-10-21
SP-277,Low Stock,$55.60,2025-05-12T00:00:00
SP-438,293,$320.18,"Mar 10, 2024"
SP-384,UNAVAILABLE,372.58,05/28/24
SP-124,397,$173.35,2024-05-20
SP-219,106,67.15,"Feb 14, 2024"
SP-233,74,291.09,2024-01-27
SP-492,390,$209.11,02/11/24
SP-231,335,397.06,05/19/25
SP-458,low stock,374.78,2024-05-22T00:00:00
SP-164,54,199.0,2024-01-30
SP-281,235,343.34,"Jan 02, 2024"
SP-233,384,$218.38,2024-12-31
SP-334,301,$236.50,2025-06-16
SP-111,113,34.87,"Apr 04, 2025"
SP-191,UNAVAILABLE,183.92,"Sep 11, 2024"
SP-388,133,$256.11,"Mar 16, 2025"
SP-275,389,118.86,"Apr 13, 2025"
SP-263,12,356.98,2024-04-10
SP-293,110,$369.52,"Nov 01, 2024"
SP-291,LOW,201.2,2024-10-03
SP-344,15,206.13,08/26/24
SP-325,411,217.11,"Apr 23, 2025"
SP-481,421,$323.21,2025-01-17
SP-342,,,2024-08-05T00:00:00
SP-241,,384.14,2024-08-14
SP-474,248,,"Feb 07, 2025"
SP-279,355,104.81,"Apr 06, 2024"
SP-426,341,$141.56,06/06/24
SP-340,256,56.61,02/26/24
SP-275,Low Stock,71.46,2025-02-04
SP-194,low stock,343.08,2025-04-08
SP-231,297,91.86,2025-07-07
SP-388,Out of Stock,315.43,10/19/24
SP-254,UNAVAILABLE,355,2024-03-17
SP-245,Out of Stock,249,"Aug 29, 2024"
SP-174,low stock,192.97,2025-05-30
SP-292,low stock,$257.72,2024-10-09
SP-219,234,135.35,07/16/24
SP-495,125,$313.62,"Mar 30, 2025"
SP-484,287,$381.48,"May 22, 2025"
SP-461,LOW,$279.13,2024-02-18
SP-290,25,372.88,2024-05-01
SP-215,26,382.55,2024-10-17
SP-455,389,$91.33,2024-03-10
SP-104,120,261.09,2024-07-22T00:00:00
SP-322,Out of Stock,100,"Aug 03, 2024"
SP-236,Low Stock,75.65,2025-06-01
SP-439,418,443.1,2024-11-25
SP-256,138,362.61,2024-12-31T00:00:00
SP-207,,349.82,09/06/24
SP-240,466,107.01,2024-10-24
SP-121,175,12.79,"Aug 23, 2024"
SP-279,147,$246.18,"Jun 27, 2024"
SP-381,,344.2,2025-02-23
SP-195,300,307.75,2024-09-07
SP-121,327,$232.12,2024-07-02
SP-295,80,$102.98,"Apr 22, 2025"
SP-351,242,131.68,2024-12-20
SP-255,low stock,134.7,2024-10-26
SP-475,448,11,02/09/24
SP-186,109,81.86,"Apr 07, 2024"
SP-280,118,298.78,"Sep 10, 2024"
SP-450,290,319.62,"Sep 28, 2024"
SP-358,312,401.9,"Nov 20, 2024"
SP-376,319,,12/31/24
SP-131,307,19.41,2024-03-02T00:00:00
SP-373,Low Stock,252.26,06/17/25
SP-454,None,174.39,"Jan 14, 2024"
SP-148,240,204.49,2024-12-30
SP-250,268,311.92,"Apr 08, 2025"
SP-244,405,$126.74,"Mar 02, 2025"
SP-481,328,85.99,2024-02-27
SP-340,22,270.67,"Feb 05, 2024"
SP-384,337,118.61,07/01/24
SP-262,130,235,02/05/25
SP-165,144,28.12,2025-05-13
SP-323,low stock,183.71,2025-03-14
SP-359,300,375.47,2025-03-18
SP-215,420,205.39,2025-01-15T00:00:00
SP-454,LOW,110,04/30/24
SP-150,None,71,2025-04-21
SP-484,Low Stock,81,2024-06-21T00:00:00
SP-151,135,193.62,2024-11-04T00:00:00
SP-157,214,$6.43,2024-11-08
SP-261,24,31.73,2025-05-24T00:00:00
SP-267,low stock,333.96,"Feb 19, 2024"
SP-142,24,,02/28/25
SP-382,423,,2025-06-22T00:00:00
SP-208,53,$387.09,2024-09-03T00:00:00
SP-198,23,$9.78,2024-06-09
SP-406,208,$337.34,2024-11-04
SP-239,UNAVAILABLE,,2024-07-10T00:00:00
SP-416,,367.7,11/30/24
SP-354,211,15.73,"Nov 18, 2024"
SP-243,401,271.57,"May 02, 2025"
SP-150,434,$281.59,"Mar 08, 2025"
SP-209,91,441.17,"Feb 11, 2024"
SP-265,Out of Stock,167.28,06/02/24
SP-286,147,51.86,2025-02-05
SP-221,230,$170.27,"Jan 27, 2025"
SP-246,None,236.65,01/12/25
SP-349,289,122.24,07/15/24
SP-376,241,84.4,"Apr 23, 2024"
SP-309,,$76.85,"Jul 14, 2024"
SP-449,268,$296.05,"Feb 23, 2025"
SP-491,284,221.46,"Jun 13, 2025"
SP-454,,68,2024-07-12
SP-401,,$58.01,06/12/25
SP-226,428,234.15,2024-10-14T00:00:00
SP-421,UNAVAILABLE,,2024-05-14T00:00:00
SP-198,Low Stock,40.48,06/09/25
SP-425,64,182.11,2025-05-17
SP-493,348,80.73,"Mar 10, 2024"
SP-378,335,324.09,"Nov 05, 2024"
SP-404,89,85.08,2024-03-20
SP-369,110,170,2024-01-12
SP-223,349,143.38,"Mar 30, 2024"
SP-174,Out of Stock,$393.76,2024-05-01
SP-203,Out of Stock,315,"Aug 06, 2024"
SP-425,80,258,07/19/24
SP-238,low stock,254.29,2025-07-14
SP-235,None,167.13,2024-04-09
SP-121,214,346.73,"Mar 16, 2025"
SP-298,476,281.2,07/07/24
SP-364,326,274.47,2024-12-22
SP-329,243,$262.96,06/28/24
SP-165,287,$414.25,12/25/24
SP-420,,58.02,2024-07-12
SP-204,242,443.03,2024-05-07
SP-349,None,434.6,"Feb 23, 2024"
SP-485,368,$239.08,2024-12-25T00:00:00
SP-358,423,258,01/25/24
SP-398,180,47.27,2024-06-13
SP-199,310,361.17,2024-09-03
SP-499,326,376.52,"Oct 18, 2024"
SP-239,97,141,2024-04-15
SP-422,496,214.37,2024-09-17
SP-222,68,199.81,2024-03-27
SP-193,LOW,251.8,2025-06-07
SP-207,LOW,324.35,07/17/24
SP-310,,247,2024-12-13
SP-377,8,71.6,04/22/24
SP-447,168,$107.36,01/19/24
SP-209,421,$307.64,2024-04-29T00:00:00
SP-341,None,20.12,"Jul 10, 2025"
SP-294,37,56.94,2024-07-08
SP-331,196,80.45,2024-04-22
SP-409,364,$187.22,10/10/24
SP-194,435,$213.00,2024-05-29
SP-230,325,$122.31,2025-04-12T00:00:00
SP-433,273,447,2025-04-26
SP-117,351,8,"Nov 13, 2024"
SP-500,437,317.98,2024-08-19
SP-128,387,299.02,2025-03-12
SP-310,None,303.92,2024-11-06T00:00:00
SP-323,318,47,2024-10-31
SP-195,,$321.44,"Jan 14, 2024"
SP-302,351,18.81,2024-08-28T00:00:00
SP-390,,327.64,03/22/25
SP-331,259,192,2024-10-15
SP-402,383,$88.70,"Oct 13, 2024"
SP-164,452,$232.94,2025-01-30
SP-264,LOW,383.5,2024-12-21
SP-270,None,5.78,2024-11-28
SP-336,UNAVAILABLE,399.62,"Aug 30, 2024"
SP-460,270,,2025-04-13
SP-222,268,221,2024-09-17T00:00:00
SP-114,Out of Stock,272.89,2024-08-05
SP-497,LOW,198.31,2024-08-28
SP-283,299,360.85,2024-10-12
SP-306,147,58,2024-08-22T00:00:00
SP-393,217,20,2025-05-19T00:00:00
SP-147,LOW,441.82,2025-05-06
SP-268,137,166.31,2024-03-31
SP-462,94,423.48,"May 22, 2025"
SP-226,150,$108.77,"Feb 25, 2024"
SP-266,Low Stock,$40.85,"Jan 07, 2024"
SP-376,266,304,"Jun 06, 2025"
SP-414,323,222.73,2024-05-22
SP-496,Out of Stock,179.26,08/25/24
SP-309,,$82.37,2024-02-23
SP-285,356,160,2024-12-13
SP-385,352,423.83,2024-08-28
SP-222,,119.21,2025-07-30
SP-435,,197.24,2024-10-27
SP-429,,94.57,2025-04-19
SP-145,40,101,2025-05-11
SP-124,Low Stock,,2025-03-08T00:00:00
SP-132,489,324,"Apr 25, 2024"
SP-110,UNAVAILABLE,$317.68,"May 26, 2025"
SP-208,,42,2024-09-23T00:00:00
SP-411,319,$56.62,02/22/24
SP-287,491,263,2024-03-30
SP-313,478,98.28,"Jun 07, 2024"
SP-329,39,$216.91,2024-05-16
SP-162,87,15.77,"Feb 02, 2024"
SP-220,,393,"May 06, 2025"
SP-320,None,$221.55,10/01/24
SP-496,Out of Stock,42.31,2024-03-27
SP-128,269,$408.22,"Jun 02, 2024"
SP-101,25,$79.40,"Apr 16, 2025"
SP-435,Low Stock,104.32,2024-02-25
SP-482,443,259.06,2024-12-15
SP-112,None,$115.45,03/17/25
SP-356,31,,"Feb 11, 2024"
SP-101,499,$232.90,2024-06-17
SP-396,372,173,"May 02, 2024"
SP-408,,,"Mar 30, 2025"
SP-160,243,325.26,01/04/24
SP-257,,$117.62,2024-03-26
SP-192,,166,2024-08-15
SP-268,445,$133.30,2024-12-22
SP-363,89,$378.61,2025-07-23
SP-134,147,$176.71,2024-02-22
SP-125,60,,"Jun 06, 2025"
SP-184,369,37.92,"Apr 21, 2024"
SP-145,441,,2024-05-16
SP-330,310,80.75,09/26/24
SP-450,116,94.97,"Apr 03, 2025"
SP-260,257,,2024-06-23T00:00:00
SP-282,283,$385.29,2024-04-17
SP-442,431,208,08/14/24
SP-299,,17.94,"Feb 19, 2025"
SP-288,22,125,04/13/24
SP-425,346,131.62,07/27/24
SP-450,456,369.77,2025-04-08
SP-273,139,66.7,10/04/24
SP-102,256,,2025-06-12T00:00:00
SP-129,Out of Stock,283.64,"Jan 27, 2025"
SP-108,91,,2024-11-06T00:00:00
SP-284,336,$76.58,"Jul 18, 2024"
SP-112,low stock,354.2,"Mar 24, 2024"
SP-243,208,251,2025-05-08
SP-283,63,$449.08,07/01/25
SP-311,Out of Stock,109.87,"Dec 31, 2024"
SP-143,,253.61,2024-11-12
SP-462,202,252.09,"Apr 24, 2024"
SP-484,Out of Stock,432,2025-01-17
SP-215,170,393.17,2024-02-11T00:00:00
SP-393,389,387.3,02/28/24
SP-436,34,$271.92,2024-12-17
SP-258,468,321.67,"Feb 24, 2024"
SP-457,345,142,04/28/25
SP-444,193,74.15,01/01/24
SP-179,345,257.62,"Apr 18, 2024"
SP-101,Low Stock,$92.61,"Nov 08, 2024"
SP-206,385,397.0,2024-11-21
SP-311,,$41.65,2024-07-23T00:00:00
SP-184,UNAVAILABLE,$270.61,2024-09-07
SP-460,low stock,$358.42,2024-12-04
SP-255,383,350.26,2024-09-19T00:00:00
SP-393,None,280,2024-07-10
SP-181,484,$385.58,2024-02-26
SP-322,106,47.98,"Apr 22, 2025"
SP-261,Out of Stock,$430.36,2024-10-29
SP-183,302,161.32,2024-09-30
SP-137,Low Stock,276.4,"Jul 05, 2024"
SP-408,75,55.63,07/22/25
SP-213,478,310.78,07/16/25
SP-235,442,449.46,2025-01-19T00:00:00
SP-265,137,307.09,"Jul 20, 2024"
SP-110,292,287.51,"Mar 23, 2025"
SP-269,83,138.18,"Dec 28, 2024"
SP-366,18,$101.04,2024-08-02
SP-193,383,39.29,2025-05-01
SP-318,180,266,08/22/24
SP-209,337,196.65,"Jul 26, 2024"
SP-238,52,417.67,"May 04, 2024"
SP-139,28,$77.87,04/18/24
SP-436,472,309.2,2024-11-30
SP-102,5,301.01,2025-05-15
SP-474,467,40.1,2025-05-04
SP-251,462,341,2025-01-07T00:00:00
SP-240,Out of Stock,78.42,2024-10-23
SP-354,109,153.6,2024-07-27T00:00:00
SP-122,285,,"May 04, 2024"
SP-130,210,$93.35,"Feb 06, 2025"
SP-157,Out of Stock,372.07,2025-07-30
SP-110,227,387.11,06/07/25
SP-316,44,63.79,"Apr 02, 2024"
SP-459,128,24.95,"May 19, 2025"
SP-170,361,$443.96,2024-06-16
SP-265,471,424.82,2024-07-06T00:00:00
SP-404,359,$13.94,2024-02-10
SP-493,LOW,190.69,"May 24, 2024"
SP-184,145,432.21,06/11/24
SP-411,168,199.47,"Jun 09, 2025"
SP-130,,$275.86,08/10/24
SP-257,UNAVAILABLE,180,"Jun 08, 2025"
SP-233,13,27.35,2024-10-29
SP-488,,392.33,2024-05-12
SP-492,388,386.06,"Jul 05, 2025"
SP-445,LOW,111,04/17/24
SP-186,,409,01/31/25
SP-489,28,$51.23,2024-12-17
SP-331,None,$334.68,04/10/25
SP-243,,256,10/18/24
SP-181,473,$299.12,"Aug 18, 2024"
SP-298,Low Stock,13.59,2025-01-25
SP-246,,132.64,2024-09-04
SP-325,93,74,2024-05-15
SP-274,376,316.2,06/18/24
SP-293,59,343.41,2025-01-21
SP-152,UNAVAILABLE,128.89,"Oct 07, 2024"
SP-336,10,231,05/14/25
SP-402,UNAVAILABLE,186,"Mar 04, 2024"
SP-288,327,250,"Nov 15, 2024"
SP-491,353,153.65,2024-02-01
SP-319,330,$29.18,"Jun 10, 2024"
SP-251,122,294,"Sep 03, 2024"
SP-249,44,244.56,04/06/25
SP-155,103,,2024-10-24
SP-387,None,$63.10,12/29/24
SP-498,486,435.07,2024-06-13
SP-140,172,$80.97,2024-11-16
SP-331,,79.33,2024-04-24
SP-434,81,49.37,03/30/24
SP-443,420,$299.18,2025-01-01
SP-375,199,252.8,"Jul 05, 2025"
SP-306,468,35.21,2024-08-01
SP-151,404,23.55,07/12/24
SP-122,,$56.15,2024-09-29
SP-251,407,$79.93,02/07/24
SP-287,246,286.89,"May 23, 2025"
SP-287,,304.52,08/21/24
SP-414,low stock,117.52,"Nov 19, 2024"
SP-297,309,445.0,"May 14, 2024"
SP-133,384,,"Apr 19, 2025"
SP-190,448,446.91,2024-07-22
SP-219,351,345.38,2025-01-26
SP-376,338,10.77,2025-06-28
SP-415,227,$9.34,2024-05-21
SP-444,94,$434.58,2024-06-24
SP-321,Low Stock,182.24,2024-05-11T00:00:00
SP-400,249,$381.06,"Jul 18, 2025"
SP-184,,$365.21,10/15/24
SP-428,UNAVAILABLE,$15.84,09/09/24
SP-274,246,255.67,09/06/24
SP-244,204,178,07/03/25
SP-465,31,38.88,04/27/24
SP-226,Out of Stock,251.55,2025-04-12
SP-170,381,341.49,"Aug 17, 2024"
SP-471,30,$332.38,2025-01-08
SP-254,,357,"Jan 25, 2025"
SP-474,,$438.05,2025-07-13
SP-204,286,$158.20,12/22/24
SP-419,134,,2025-06-27
SP-202,414,362.21,"Jan 16, 2024"
SP-388,390,430.16,2024-03-09T00:00:00
SP-161,UNAVAILABLE,$144.31,"Sep 19, 2024"
SP-358,204,55.59,"Jan 18, 2025"
SP-450,169,375.51,2024-04-10
SP-298,362,$63.54,05/21/25
SP-410,202,$258.74,2024-10-19
SP-266,62,431,2024-06-05T00:00:00
SP-213,33,$156.21,"Apr 16, 2024"
SP-266,193,50.3,2024-04-08
SP-416,272,$173.92,"Mar 14, 2025"
SP-255,347,$319.25,"Jun 29, 2025"
SP-157,None,91.65,2024-01-09
SP-383,143,21.98,"Jan 19, 2025"
SP-166,,$233.18,"Nov 16, 2024"
SP-287,LOW,352.31,"Jan 27, 2025"
SP-342,18,250,"Aug 26, 2024"
SP-161,195,229.38,"May 04, 2024"
SP-320,UNAVAILABLE,$102.60,"Jan 18, 2024"
SP-496,485,211.22,10/25/24
SP-482,,$54.35,07/08/24
SP-180,Out of Stock,295.98,2024-01-22T00:00:00
SP-243,193,$136.80,"Jun 26, 2025"
SP-212,67,$183.84,"Jul 18, 2025"
SP-320,66,340.3,"Jun 08, 2025"
SP-409,359,259.21,2025-03-07
SP-398,304,174.73,2025-01-26
SP-227,80,26.93,2024-08-04
SP-340,112,$213.99,2025-03-05T00:00:00
SP-325,316,$256.97,2024-02-05
SP-115,483,41.74,2024-08-21
SP-137,UNAVAILABLE,218.09,2025-05-18
SP-195,164,40.05,05/12/25
SP-322,431,60.9,"Mar 26, 2025"
SP-179,,397.22,2025-05-25
SP-386,low stock,,"Feb 04, 2024"
SP-349,471,$149.26,"Jan 16, 2025"
SP-233,93,200.0,"Apr 04, 2024"
SP-491,97,$275.40,2024-09-17
SP-293,471,356.91,2024-04-01
SP-352,186,,03/26/25
SP-357,193,154.44,2024-10-21
SP-435,,226.19,2025-05-20
SP-101,373,$288.12,06/30/24
SP-392,low stock,,"Jan 18, 2024"
SP-363,340,$109.26,"Dec 06, 2024"
SP-500,448,$196.95,2024-09-25
SP-152,456,383.5,06/24/24
SP-175,259,361,02/09/24
SP-232,341,$77.27,05/24/25
SP-453,107,45,2025-05-23
SP-122,376,$96.88,2025-05-24
SP-297,245,400.02,2025-05-24
SP-298,460,367.36,2025-04-16T00:00:00
SP-219,424,297.85,05/14/25
SP-263,439,$418.82,04/10/24
SP-321,119,405.35,"Jul 10, 2024"
SP-292,None,407.02,2024-01-27
SP-285,132,$427.48,"Mar 02, 2025"
SP-426,Out of Stock,$171.03,2025-04-01
SP-260,226,$254.58,2024-03-18
SP-388,234,$114.47,"Jul 03, 2024"
SP-209,392,$81.25,"Oct 01, 2024"
SP-460,485,$306.74,02/07/25
SP-313,137,$437.63,2024-08-01T00:00:00
SP-380,409,331.97,"Aug 18, 2024"
SP-173,Low Stock,402.39,02/11/24
SP-186,,255.29,"Jul 21, 2024"
SP-205,121,400.85,06/01/24
SP-139,UNAVAILABLE,197.07,2024-07-19
SP-206,407,255.99,"Nov 16, 2024"
SP-340,158,73.4,"May 26, 2025"
SP-445,low stock,213.56,"Jan 27, 2025"
SP-328,UNAVAILABLE,443.49,12/06/24
SP-272,130,332,"Feb 12, 2025"
SP-105,11,57.31,2025-07-14
SP-360,277,$247.18,01/10/24
SP-289,Low Stock,375,2024-03-25
SP-437,273,$330.60,2024-10-30
SP-183,,350.61,2024-07-21
SP-242,UNAVAILABLE,10.52,"Jul 12, 2024"
SP-310,Out of Stock,$336.26,"Jul 15, 2024"
SP-386,Out of Stock,$263.23,"Apr 04, 2024"
SP-477,LOW,423.47,2024-09-23
SP-467,36,434.24,"Feb 09, 2024"
SP-455,None,276,"Jan 27, 2024"
SP-437,UNAVAILABLE,126.77,2024-12-18T00:00:00
SP-193,254,$330.61,2024-09-15
SP-384,96,$159.93,2024-02-03
SP-477,422,379.23,2025-05-13
SP-129,135,97.79,2025-01-10
SP-118,90,,"Jul 06, 2024"
SP-202,288,$249.99,"Jun 29, 2025"
SP-396,LOW,390.78,2024-11-03
SP-367,294,161.65,"Jul 28, 2024"
SP-121,130,311.75,"May 09, 2025"
SP-421,324,183.16,01/15/25
SP-392,357,229.61,2024-02-26T00:00:00
SP-458,19,229.85,2025-07-18T00:00:00
SP-283,329,259,2025-04-30
SP-440,57,114.71,03/15/24
SP-288,353,283.43,2025-03-03
SP-389,240,105.32,"Aug 07, 2024"
SP-284,,59,2025-02-09
SP-154,,216.45,2024-01-31
SP-140,LOW,66,"Nov 23, 2024"
SP-390,,$247.25,"Jul 24, 2024"
SP-396,UNAVAILABLE,293.18,02/25/24
SP-340,429,63.42,2024-06-14
SP-403,197,$140.12,09/08/24
SP-155,494,215.74,2024-06-03
SP-285,203,78.18,2025-03-22
SP-228,386,$357.39,"Jul 15, 2025"
SP-135,212,409.41,04/02/25
SP-242,255,$283.44,06/28/24
SP-118,248,355,2024-12-04
SP-438,469,$44.22,2025-01-06
SP-365,,249.22,2024-09-18
SP-382,,$33.33,"Feb 10, 2025"
SP-301,Out of Stock,397.66,"Jan 31, 2024"
SP-328,47,$448.67,2024-03-27
SP-203,,160,2025-07-16
SP-107,None,$390.06,12/23/24
SP-490,Out of Stock,$382.79,04/10/24
SP-170,180,$298.72,2025-07-24
